Incident_ID,Date,User,Threat_Type,Severity,Status,Country,Device,Source,Response_Time_Minutes
329,2025-11-27,user347,Data Exfiltration,Critical,Investigating,Singapore,Laptop,Email,105
330,2025-05-13,user114,Credential Attack,Medium,Escalated,UAE,Cloud VM,Identity Provider,517
331,2025-03-19,user177,Phishing,Medium,Investigating,Singapore,Laptop,Email,150
332,2025-06-28,user160,Insider Threat,Medium,Closed,Netherlands,Mobile,Firewall,492
333,2025-02-19,user225,Brute Force,Low,Investigating,India,Laptop,Email,356
334,2025-11-28,user56,Ransomware,Critical,Closed,Netherlands,Desktop,Web Gateway,168
335,2025-06-19,user287,Data Exfiltration,Critical,Closed,Singapore,Desktop,Endpoint,660
336,2025-12-03,user222,Data Exfiltration,Low,Closed,UAE,Cloud VM,SIEM,403
337,2025-01-03,user361,Credential Attack,Low,Open,Japan,Laptop,Web Gateway,196
338,2025-07-07,user167,Credential Attack,Medium,Investigating,UAE,Cloud VM,Identity Provider,325
339,2025-11-02,user199,Data Exfiltration,Medium,Investigating,Australia,Mobile,Web Gateway,181
340,2026-02-21,user345,DDoS,Critical,Open,UK,Server,Email,249
341,2025-06-06,user60,Ransomware,Medium,Closed,Netherlands,Mobile,SIEM,615
342,2025-03-12,user295,Data Exfiltration,Medium,Escalated,Netherlands,Desktop,Web Gateway,175
343,2025-09-08,user148,Ransomware,Low,Escalated,Japan,Laptop,Firewall,14
344,2025-09-06,user70,Credential Attack,High,Escalated,Singapore,Mobile,SIEM,459
345,2025-09-08,user86,Malware,Medium,Closed,Canada,Laptop,Firewall,235
346,2025-10-03,user148,Ransomware,High,Escalated,Netherlands,Cloud VM,Email,591
347,2025-02-28,user138,Insider Threat,Medium,Open,UAE,Cloud VM,Endpoint,440
348,2025-02-22,user377,Credential Attack,Low,Open,UAE,Server,Firewall,94
349,2025-08-13,user444,Malware,High,Closed,Germany,Cloud VM,Identity Provider,364
350,2025-12-30,user313,Data Exfiltration,Low,Closed,Germany,Desktop,Email,588
351,2025-06-29,user273,DDoS,Medium,Closed,Australia,Server,Firewall,591
352,2025-05-17,user488,Malware,Low,Escalated,India,Server,Identity Provider,134
353,2025-12-26,user444,Ransomware,Low,Investigating,Germany,Mobile,SIEM,150
354,2025-10-23,user324,DDoS,Medium,Escalated,UAE,Laptop,Identity Provider,100
355,2025-07-26,user264,DDoS,Medium,Investigating,UAE,Mobile,Firewall,600
356,2025-01-02,user445,Malware,High,Escalated,Australia,Laptop,Web Gateway,412
357,2025-04-22,user496,Data Exfiltration,High,Escalated,Canada,Server,Firewall,350
358,2025-10-08,user296,Ransomware,Medium,Escalated,Australia,Laptop,Email,106
359,2025-11-17,user402,Brute Force,Low,Closed,UAE,Mobile,Email,443
360,2025-04-14,user353,Ransomware,High,Investigating,UK,Server,Email,675
361,2025-07-04,user129,Malware,Medium,Closed,India,Mobile,Identity Provider,317
362,2026-01-07,user359,Credential Attack,Medium,Open,USA,Laptop,Endpoint,493
363,2025-02-09,user68,Credential Attack,Medium,Escalated,India,Laptop,Identity Provider,356
364,2026-02-23,user62,Data Exfiltration,Medium,Escalated,USA,Desktop,SIEM,96
365,2026-01-10,user413,Malware,Low,Investigating,Canada,Desktop,SIEM,141
366,2025-11-25,user347,Ransomware,Low,Open,Japan,Desktop,SIEM,364
367,2026-01-05,user110,Ransomware,Critical,Escalated,Germany,Laptop,Email,148
368,2026-01-21,user64,Data Exfiltration,Medium,Escalated,Australia,Desktop,Endpoint,288
369,2025-11-27,user44,Credential Attack,Medium,Investigating,India,Server,Endpoint,535
370,2025-11-07,user261,Credential Attack,High,Investigating,India,Desktop,SIEM,400
371,2025-02-27,user124,Brute Force,Medium,Open,Netherlands,Laptop,Firewall,329
372,2025-03-09,user199,Data Exfiltration,Medium,Closed,UAE,Laptop,Email,606
373,2025-02-04,user8,DDoS,Low,Open,Singapore,Cloud VM,Firewall,648
374,2025-12-31,user257,Data Exfiltration,Medium,Escalated,USA,Cloud VM,Web Gateway,635
375,2025-03-20,user143,Malware,Low,Closed,UK,Cloud VM,Firewall,405
376,2025-10-28,user325,Malware,Low,Escalated,Germany,Laptop,Endpoint,93
377,2025-08-11,user60,Brute Force,Medium,Open,Canada,Desktop,Email,17
378,2025-12-29,user71,Phishing,Low,Investigating,Netherlands,Cloud VM,Identity Provider,270
379,2025-03-27,user191,Ransomware,High,Investigating,USA,Laptop,Firewall,444
380,2025-05-20,user269,Malware,Low,Open,UAE,Mobile,Web Gateway,373
381,2025-01-29,user256,Ransomware,Medium,Investigating,USA,Cloud VM,Identity Provider,123
382,2025-04-27,user380,Phishing,Low,Open,Germany,Laptop,SIEM,377
383,2025-07-16,user472,Ransomware,Low,Open,Netherlands,Mobile,Endpoint,334
384,2025-05-08,user214,Insider Threat,Low,Open,Japan,Server,Email,519
385,2025-12-11,user462,Phishing,Low,Open,Singapore,Laptop,SIEM,294
386,2026-02-01,user433,DDoS,Low,Escalated,India,Server,Endpoint,303
387,2025-10-16,user402,DDoS,High,Closed,UAE,Server,Web Gateway,510
388,2026-01-31,user398,Credential Attack,High,Closed,UK,Laptop,SIEM,29
389,2025-04-30,user278,Insider Threat,Medium,Open,Australia,Laptop,Identity Provider,390
390,2026-01-13,user373,DDoS,Low,Closed,Singapore,Mobile,Email,150
391,2025-12-31,user144,Malware,Low,Closed,Netherlands,Mobile,Identity Provider,386
392,2025-08-23,user499,Malware,Medium,Closed,Singapore,Laptop,Web Gateway,586
393,2025-02-01,user223,Ransomware,Low,Investigating,Australia,Mobile,Identity Provider,339
394,2025-06-12,user232,DDoS,Low,Closed,UK,Cloud VM,Email,164
395,2025-02-24,user85,Brute Force,Medium,Escalated,USA,Cloud VM,Firewall,217
396,2025-08-20,user158,Brute Force,Low,Open,USA,Desktop,Identity Provider,316
397,2025-12-27,user357,Phishing,Low,Investigating,UK,Laptop,Identity Provider,259
398,2025-07-02,user203,Phishing,Medium,Investigating,UK,Laptop,SIEM,468
399,2025-10-12,user384,Credential Attack,Low,Open,UK,Laptop,Email,68
400,2026-02-04,user114,Ransomware,Low,Escalated,Australia,Laptop,Web Gateway,605
401,2025-05-13,user470,Malware,Low,Open,Germany,Mobile,Endpoint,99
402,2026-02-19,user170,Malware,Low,Escalated,India,Desktop,Web Gateway,448
403,2026-02-25,user371,Data Exfiltration,Medium,Escalated,Singapore,Desktop,Firewall,224
404,2025-04-06,user141,DDoS,Medium,Closed,India,Cloud VM,Web Gateway,636
405,2025-05-06,user332,DDoS,Medium,Escalated,India,Laptop,Firewall,397
406,2025-03-12,user215,Credential Attack,Medium,Closed,Netherlands,Laptop,SIEM,372
407,2025-09-03,user279,Brute Force,Low,Investigating,Singapore,Server,Endpoint,31
408,2025-06-13,user306,Credential Attack,Low,Investigating,India,Mobile,Web Gateway,371
409,2026-01-28,user300,Credential Attack,Critical,Open,Germany,Desktop,Firewall,551
410,2026-02-22,user406,Phishing,High,Closed,Japan,Mobile,Firewall,182
411,2025-04-01,user122,Insider Threat,High,Investigating,Japan,Laptop,Identity Provider,365
412,2025-10-18,user289,Ransomware,Medium,Closed,UAE,Cloud VM,Firewall,184
413,2025-09-09,user20,Malware,Low,Closed,India,Cloud VM,SIEM,5
414,2025-06-19,user470,Credential Attack,High,Investigating,UK,Server,Email,27
415,2025-03-17,user301,Ransomware,High,Investigating,USA,Server,Identity Provider,683
416,2025-07-22,user301,Malware,Low,Investigating,UK,Desktop,Identity Provider,452
417,2026-02-10,user328,Brute Force,Medium,Closed,Netherlands,Cloud VM,Firewall,233
418,2025-12-07,user302,Ransomware,Medium,Investigating,UK,Desktop,Identity Provider,6
419,2025-12-26,user486,Data Exfiltration,High,Open,UK,Cloud VM,Firewall,631
420,2025-04-24,user328,Malware,Critical,Closed,Australia,Laptop,Endpoint,360
421,2025-06-13,user86,Malware,High,Investigating,UAE,Laptop,Firewall,219
422,2025-05-08,user355,Malware,Medium,Open,India,Laptop,SIEM,453
423,2026-01-11,user215,Ransomware,High,Escalated,Singapore,Server,Web Gateway,389
424,2025-02-21,user425,Brute Force,High,Closed,UK,Mobile,Email,39
425,2025-05-31,user11,Insider Threat,Low,Open,USA,Server,Endpoint,389
426,2025-03-24,user375,Malware,Medium,Open,Australia,Cloud VM,Web Gateway,499
427,2025-12-27,user16,Data Exfiltration,Critical,Closed,Japan,Mobile,Endpoint,59
428,2025-02-21,user170,Credential Attack,Critical,Escalated,Netherlands,Cloud VM,Firewall,681
429,2025-05-25,user153,Credential Attack,Low,Escalated,Japan,Cloud VM,SIEM,162
430,2025-01-28,user185,Phishing,Medium,Investigating,Japan,Mobile,Endpoint,104
431,2025-01-14,user106,Ransomware,Medium,Open,UAE,Laptop,Firewall,412
432,2025-08-30,user251,DDoS,Low,Escalated,UK,Server,SIEM,383
433,2025-04-06,user229,Phishing,Low,Escalated,Canada,Desktop,Firewall,582
434,2025-02-01,user78,Malware,Low,Investigating,Netherlands,Mobile,Web Gateway,237
435,2025-10-11,user32,Data Exfiltration,High,Escalated,Netherlands,Mobile,Web Gateway,246
436,2025-09-01,user154,Malware,Medium,Open,Netherlands,Cloud VM,Web Gateway,590
437,2025-12-13,user318,Ransomware,Low,Escalated,UK,Desktop,Endpoint,202
438,2025-03-06,user22,Data Exfiltration,Low,Escalated,Germany,Desktop,Web Gateway,269
439,2025-06-13,user467,Malware,Low,Escalated,Netherlands,Server,Firewall,537
440,2025-08-23,user470,Phishing,High,Escalated,USA,Mobile,Endpoint,156
441,2025-10-18,user302,Malware,Critical,Open,Canada,Cloud VM,Firewall,425
442,2025-05-16,user197,Brute Force,Medium,Escalated,India,Desktop,Firewall,417
443,2025-03-15,user317,Data Exfiltration,Low,Investigating,Germany,Laptop,Identity Provider,491
444,2025-05-18,user460,Insider Threat,Low,Investigating,Canada,Server,SIEM,717
445,2025-12-17,user51,Credential Attack,Low,Escalated,Australia,Server,Identity Provider,431
446,2025-11-06,user331,Malware,Low,Closed,Singapore,Mobile,Web Gateway,387
447,2026-02-25,user29,Ransomware,Low,Escalated,UK,Cloud VM,Web Gateway,34
448,2025-03-30,user99,Credential Attack,High,Closed,India,Mobile,Email,374
449,2025-12-27,user102,DDoS,Medium,Escalated,Netherlands,Mobile,Identity Provider,131
450,2025-12-15,user16,Credential Attack,Medium,Escalated,UK,Mobile,Web Gateway,569
451,2025-06-29,user177,Ransomware,High,Investigating,USA,Server,Email,400
452,2025-01-26,user84,Credential Attack,High,Closed,Germany,Server,Identity Provider,424
453,2025-09-20,user11,Phishing,Medium,Closed,UK,Cloud VM,Email,234
454,2025-05-10,user312,DDoS,High,Investigating,Singapore,Mobile,Firewall,475
455,2025-05-10,user112,Brute Force,Low,Escalated,Japan,Laptop,Email,528
456,2025-12-06,user495,Insider Threat,Medium,Investigating,Canada,Laptop,SIEM,70
457,2025-06-22,user142,Insider Threat,High,Investigating,Canada,Desktop,Endpoint,534
458,2026-01-27,user124,Phishing,High,Escalated,Australia,Desktop,Identity Provider,31
459,2025-12-02,user255,DDoS,Low,Escalated,Singapore,Mobile,Identity Provider,41
460,2025-10-26,user363,Credential Attack,Low,Closed,Netherlands,Mobile,Identity Provider,372
461,2025-09-17,user154,Ransomware,High,Closed,Canada,Laptop,SIEM,136
462,2026-01-15,user133,Ransomware,Critical,Investigating,USA,Desktop,Firewall,233
463,2026-01-17,user447,DDoS,Medium,Investigating,Australia,Server,Web Gateway,306
464,2025-08-26,user436,Malware,Medium,Open,UAE,Desktop,Web Gateway,127
465,2025-12-15,user196,DDoS,Medium,Closed,UK,Desktop,Firewall,424
466,2025-10-19,user458,Brute Force,Low,Closed,USA,Mobile,Firewall,651
467,2025-04-01,user161,Phishing,Low,Investigating,Germany,Desktop,Web Gateway,167
468,2025-09-08,user403,Malware,Low,Escalated,Singapore,Mobile,SIEM,493
469,2025-07-16,user3,Phishing,Medium,Investigating,India,Server,Web Gateway,200
470,2025-01-10,user347,Phishing,Medium,Closed,Germany,Server,Firewall,137
471,2025-02-22,user197,DDoS,Low,Open,Canada,Server,SIEM,537
472,2025-11-02,user269,Insider Threat,Medium,Closed,Australia,Mobile,Firewall,197
473,2025-03-26,user486,Data Exfiltration,Low,Closed,UK,Desktop,Identity Provider,27
474,2025-10-29,user259,Ransomware,Low,Open,Singapore,Server,Web Gateway,643
475,2025-01-25,user305,Phishing,Medium,Open,India,Laptop,SIEM,459
476,2025-07-14,user64,DDoS,Medium,Closed,Germany,Laptop,Firewall,435
477,2025-12-05,user52,DDoS,Medium,Closed,Singapore,Laptop,Web Gateway,637
478,2025-03-02,user145,Malware,High,Escalated,Germany,Cloud VM,Endpoint,274
479,2025-09-25,user499,Credential Attack,Medium,Escalated,Canada,Desktop,Email,566
480,2025-09-12,user467,Credential Attack,Medium,Escalated,Australia,Desktop,Email,18
481,2025-12-10,user46,Malware,High,Escalated,UK,Laptop,Web Gateway,81
482,2026-01-06,user371,Malware,Critical,Closed,UAE,Server,Firewall,480
483,2025-01-26,user52,Ransomware,High,Investigating,Australia,Server,SIEM,123
484,2025-02-18,user436,Phishing,Low,Closed,UK,Server,Firewall,453
485,2025-11-15,user138,Malware,Medium,Investigating,UK,Laptop,SIEM,414
486,2025-08-22,user140,Data Exfiltration,Medium,Escalated,Singapore,Desktop,Email,140
487,2025-12-23,user372,Phishing,Critical,Closed,USA,Mobile,Web Gateway,499
488,2026-02-15,user292,Brute Force,Low,Escalated,Australia,Cloud VM,Email,705
489,2026-01-08,user499,Ransomware,Medium,Escalated,USA,Mobile,SIEM,52
490,2025-02-02,user134,Insider Threat,Low,Closed,Australia,Cloud VM,Web Gateway,709
491,2025-12-25,user317,Malware,Medium,Closed,UAE,Server,Identity Provider,697
492,2025-11-25,user198,Ransomware,High,Open,India,Desktop,Web Gateway,485
493,2025-09-11,user446,Ransomware,Low,Escalated,Australia,Desktop,Firewall,289
494,2025-01-26,user260,Credential Attack,Medium,Escalated,Singapore,Desktop,Email,475
495,2025-08-16,user411,Brute Force,Low,Escalated,UAE,Server,Email,514
496,2026-01-17,user335,Phishing,Low,Escalated,India,Cloud VM,Web Gateway,5
497,2025-02-16,user406,DDoS,High,Closed,UAE,Server,Firewall,60
498,2026-02-23,user115,Brute Force,Low,Escalated,Australia,Mobile,Email,104
499,2026-01-24,user338,Credential Attack,Low,Investigating,Canada,Cloud VM,Web Gateway,387
500,2025-12-26,user55,Phishing,High,Escalated,UK,Mobile,Email,265
501,2025-11-09,user101,Credential Attack,Low,Escalated,Germany,Mobile,Endpoint,351
502,2025-02-25,user388,Data Exfiltration,Low,Open,UAE,Mobile,Identity Provider,608
503,2025-09-16,user69,Brute Force,Low,Open,Netherlands,Mobile,Web Gateway,499
504,2025-09-18,user400,Ransomware,Medium,Closed,UK,Laptop,SIEM,678
505,2025-11-04,user311,Insider Threat,Medium,Escalated,Singapore,Cloud VM,Identity Provider,259
506,2025-05-21,user204,Insider Threat,Critical,Escalated,UK,Desktop,SIEM,621
507,2025-12-25,user454,DDoS,High,Investigating,Netherlands,Desktop,Endpoint,219
508,2025-11-16,user366,DDoS,Medium,Closed,UK,Cloud VM,Web Gateway,715
509,2025-11-23,user166,Malware,High,Escalated,Japan,Cloud VM,Identity Provider,432
510,2025-12-12,user383,DDoS,High,Escalated,India,Cloud VM,Email,30
511,2025-07-15,user75,Phishing,Medium,Closed,Canada,Desktop,Firewall,704
512,2025-05-09,user75,Phishing,Medium,Investigating,Germany,Cloud VM,Email,372
513,2026-02-21,user232,Malware,Medium,Closed,Netherlands,Mobile,Endpoint,528
514,2026-02-06,user408,DDoS,Medium,Open,Singapore,Mobile,SIEM,706
515,2025-06-10,user495,Phishing,Low,Investigating,Germany,Cloud VM,SIEM,235
516,2025-11-21,user361,Insider Threat,High,Closed,Germany,Server,SIEM,186
517,2025-12-16,user39,Ransomware,Critical,Open,Singapore,Laptop,SIEM,290
518,2025-10-12,user136,Ransomware,Low,Investigating,India,Server,SIEM,163
519,2025-01-21,user79,Insider Threat,Medium,Investigating,UAE,Cloud VM,Web Gateway,371
520,2025-02-07,user402,Insider Threat,Medium,Closed,Netherlands,Laptop,Web Gateway,168
521,2025-08-01,user279,Data Exfiltration,Low,Closed,Germany,Server,Firewall,374
522,2025-05-31,user112,Brute Force,Critical,Open,USA,Server,SIEM,251
523,2025-11-25,user315,Credential Attack,Critical,Investigating,Singapore,Laptop,SIEM,267
524,2025-10-04,user371,DDoS,Low,Investigating,Netherlands,Cloud VM,SIEM,503
525,2025-01-23,user152,Credential Attack,Low,Open,USA,Desktop,Web Gateway,551
526,2025-01-04,user321,Malware,Low,Closed,Singapore,Laptop,Endpoint,555
527,2025-12-26,user450,Data Exfiltration,Medium,Open,UK,Laptop,SIEM,344
528,2025-01-20,user45,Malware,Low,Investigating,Netherlands,Laptop,Web Gateway,238
529,2025-05-13,user209,Data Exfiltration,Medium,Escalated,Singapore,Server,Email,403
530,2025-12-11,user61,Phishing,Medium,Open,Japan,Laptop,Identity Provider,79
531,2025-07-03,user476,Malware,Low,Investigating,Japan,Laptop,Firewall,453
532,2025-07-15,user203,Phishing,Medium,Closed,UK,Mobile,Web Gateway,307
533,2025-11-21,user74,DDoS,Medium,Investigating,India,Cloud VM,Web Gateway,149
534,2025-03-05,user22,Phishing,Medium,Escalated,Netherlands,Cloud VM,Email,317
535,2025-04-18,user384,Insider Threat,Low,Closed,UK,Desktop,Endpoint,636
536,2025-05-10,user100,Malware,Low,Open,Netherlands,Mobile,Identity Provider,567
537,2025-02-07,user149,Malware,Low,Closed,Japan,Mobile,Firewall,370
538,2025-03-07,user344,Credential Attack,Low,Open,Germany,Server,SIEM,466
539,2025-06-18,user316,DDoS,Medium,Closed,Japan,Cloud VM,Firewall,328
540,2025-08-08,user87,Phishing,Low,Closed,Singapore,Server,Firewall,142
541,2025-12-14,user376,Insider Threat,High,Escalated,UAE,Server,Firewall,503
542,2025-10-10,user56,Ransomware,Medium,Open,Canada,Desktop,Web Gateway,206
543,2025-05-15,user376,Malware,High,Open,Netherlands,Laptop,Web Gateway,597
544,2025-07-27,user394,Credential Attack,Critical,Investigating,Netherlands,Cloud VM,SIEM,674
545,2026-02-01,user77,Insider Threat,Medium,Investigating,UK,Mobile,Web Gateway,527
546,2025-02-16,user204,Insider Threat,Medium,Closed,Japan,Desktop,Web Gateway,148
547,2025-08-17,user82,Ransomware,Medium,Closed,UAE,Server,Email,229
548,2026-01-25,user250,Credential Attack,Low,Investigating,Germany,Laptop,Identity Provider,216
549,2025-09-23,user465,Insider Threat,Medium,Escalated,India,Laptop,Identity Provider,336
550,2025-02-22,user361,DDoS,High,Investigating,Japan,Cloud VM,Web Gateway,183
551,2025-07-12,user335,Data Exfiltration,Medium,Open,Netherlands,Server,SIEM,233
552,2025-09-22,user208,Insider Threat,High,Investigating,UAE,Mobile,Web Gateway,11
553,2025-09-14,user452,Ransomware,Medium,Closed,USA,Cloud VM,Identity Provider,292
554,2025-04-19,user77,Ransomware,Low,Open,Germany,Mobile,Firewall,121
555,2025-09-04,user346,Brute Force,Medium,Closed,Singapore,Laptop,Endpoint,49
556,2025-03-07,user294,Ransomware,Low,Open,Japan,Desktop,Email,175
557,2025-05-13,user473,Ransomware,Medium,Escalated,Japan,Cloud VM,Identity Provider,24
558,2026-01-04,user373,DDoS,Critical,Closed,UAE,Cloud VM,SIEM,498
559,2025-03-29,user113,Data Exfiltration,Medium,Closed,Japan,Cloud VM,Firewall,176
560,2026-01-06,user352,Insider Threat,Critical,Open,Germany,Mobile,SIEM,140
561,2025-02-25,user9,Credential Attack,Medium,Escalated,UK,Cloud VM,Email,186
562,2025-09-01,user462,Phishing,High,Open,USA,Mobile,Identity Provider,138
563,2025-11-05,user277,Phishing,High,Escalated,Netherlands,Mobile,Firewall,49
564,2025-12-24,user272,Data Exfiltration,Low,Escalated,Singapore,Server,Web Gateway,718
565,2025-10-22,user51,Data Exfiltration,Low,Escalated,Germany,Laptop,Firewall,617
566,2025-10-06,user210,DDoS,Low,Open,Japan,Cloud VM,Email,537
567,2025-01-04,user193,Credential Attack,Medium,Investigating,Singapore,Server,Email,163
568,2025-08-07,user334,DDoS,Low,Escalated,Japan,Server,Web Gateway,287
569,2025-12-15,user204,Credential Attack,Medium,Escalated,UK,Server,Web Gateway,573
570,2025-09-05,user130,DDoS,Medium,Escalated,UK,Laptop,Identity Provider,240
571,2025-08-17,user401,Ransomware,Low,Escalated,Australia,Cloud VM,Web Gateway,718
572,2025-12-17,user362,Phishing,Low,Open,USA,Desktop,SIEM,619
573,2025-08-11,user46,Malware,Low,Investigating,USA,Cloud VM,Email,398
574,2025-07-25,user315,DDoS,High,Open,UK,Mobile,SIEM,15
575,2025-04-14,user436,DDoS,Low,Closed,Japan,Desktop,Identity Provider,41
576,2025-07-04,user123,Phishing,Critical,Open,Canada,Mobile,Firewall,690
577,2025-07-22,user208,Credential Attack,Medium,Open,USA,Cloud VM,Firewall,577
578,2025-10-26,user179,Insider Threat,Critical,Investigating,Germany,Cloud VM,Endpoint,470
579,2025-07-26,user295,Phishing,Low,Escalated,Netherlands,Laptop,Web Gateway,79
580,2025-09-15,user151,Insider Threat,Critical,Investigating,Netherlands,Cloud VM,Firewall,715
